,xcode,name,nationality,birthdate,gender,club
469,8989,BELGIUM I,BEL, ,A, 
470,9360,BELGIUM I,BEL, ,M, 
471,9107,BELGIUM I,BEL, ,F, 
472,9827,BELGIUM II,BEL, ,A, 
473,9475,BELGIUM II,BEL, ,M, 
474,9589,BELGIUM II,BEL, ,F, 
475,9947,BELGIUM III,BEL, ,A, 
476,9226,BELGIUM III,BEL, ,M, 
477,9706,BELGIUM III,BEL, ,F, 
478,8007,BELHAR Dan,SLO,09-10-2002,M,Nsk Trzic fmg
479,2104,BELLEVILLE Maxime,FRA,1981,M,Argentiere
480,3599,BELOV Alexander,RUS,1981,M,Lokomotiv
481,7801,BELSHAW Annika,USA,13-06-2002,F,Steamboat Springs winter sports club
482,8498,BELSHAW Erik,USA,2004,M,Steamboat Springs winter sports clu
483,8277,BELTOWSKA Marcelina,POL,2004,F,Azs Zakopane
484,8278,BELTOWSKA Pola,POL,2006,F,Azs Zakopane
485,4183,BELTRAME Marco,ITA,1986,M,Sci Cai Monte Lussari
486,2317,BELUSSOV V.,SOV,1946,M, 
487,219722,BELZ Giulia,SUI,2008,F,Kandersteg
488,8200,BENAS Leo,FRA,27-09-2002,M,Premanon Sc
489,6944,BENDI Annemarii,EST,29-03-2001,F,Andsumae Skiclub
490,7641,BENEDEK Lorant Attila,ROU,2004,M,CS Dinamo Buc- Centrul Sportiv Bv
491,2671,BENEDIK Brane,SLO,1960,M, 
492,5894,BENEDIK Matic,SLO,1993,M,SSK Alpina Ziri
493,4965,BENEDIK Petra,SLO,1990,F,SK Triglav Kranj
494,4671,BENES Tomas,CZE,1988,M, 
495,5252,BENKER Dominik,GER,1990,M,SC Bischofsgrün
496,2998,BENKOVIC Rok,SLO,1986,M,SSK Menges
497,5190,BENOIT Morgan,FRA,1990,M,Courchevel
498,2719,BENUM Boerge,NOR,1963,M,Eidsvold Vaerk
499,3344,BENZIE Tony,USA, ,M, 
500,6824,BEREND Ben,USA,1995,M,Steamboat Sprgs winter sprts club
501,7730,BERG Joergen,NOR,1997,M,Byaasen Il
502,6253,BERG Karl Bjorge,NOR,1985,M, 
503,6896,BERG Kevin,SWE,1999,M,Holmens If
504,2051,BERG Ove,SWE,1977,M,Holmens I. F.
505,2506,BERG Oyvind,NOR,1971,M,Hoeland
506,2373,BERG Rolf Age,NOR,1957,M,Stoerdal
507,8580,BERGANT SMERAJC Nik,SLO,2007,M,SSK Menges
508,2725,BERGER Fabrice,FRA, ,M, 
509,2738,BERGER Frédéric,FRA, ,M, 
510,8154,BERGER Frida,NOR,2004,F,Roeykenhopp
511,7255,BERGER Lars Brodshaug,NOR,1995,M,Eidsvold Vaerks Skiklubb
512,5390,BERGER Lukas,CZE,1990,M, 
513,2374,BERGERUD Per,NOR,1956,M,Svene
514,6097,BERGGAARD Mats Soehagen,NOR,1995,M,Stranden IL
515,8028,BERGH Michael,NOR,1999,M,Ullensaker Skiklubb
516,8176,BERGHMANS Sophie,CAN,2002,F,Altius Nordic ski club
517,5978,BERGHOLT Tom-Eirik,NOR,1985,M,Bardu Il
518,3317,BERGLUND Stefan,SWE, ,M, 
519,2272,BERGMANN Arnfinn,NOR,1928,M, 
520,5033,BERGMANN Lukas,AUT,1989,M,WSV Eisenerz
521,219655,BERGNER Leoni,AUT,2005,F,TSU St. Veit - Pg.
522,6206,BERGQUIST Hans Petter,NOR,1994,M,Aurskog Finstadbru
523,3366,BERGQUIST Harry,SWE, ,M, 
524,3510,BERGSEIJE Lars-A.,SWE, ,M, 
525,3505,BERGSEIR Lars Eric,SWE, ,M, 
526,2211,BERHER A.,CZE, ,M, 
527,5212,BERKA Radim,CZE,1993,M, 
528,7220,BERKTOLD Anna,GER,1999,F,Sc Oberstdorf
529,5052,BERLOT Gasper,SLO,1990,M,SSK Velenje
530,8866,BERMUDA,BER, ,A, 
531,8759,BERMUDA,BER, ,M, 
532,8648,BERMUDA,BER, ,F, 
533,8990,BERMUDA I,BER, ,A, 
534,9361,BERMUDA I,BER, ,M, 
535,9108,BERMUDA I,BER, ,F, 
536,9828,BERMUDA II,BER, ,A, 
537,9476,BERMUDA II,BER, ,M, 
538,9590,BERMUDA II,BER, ,F, 
539,9948,BERMUDA III,BER, ,A, 
540,9227,BERMUDA III,BER, ,M, 
541,9707,BERMUDA III,BER, ,F, 
542,4928,BERNARD Lydie,FRA,1984,F, 
543,8052,BERNAT Pavel,CZE,2004,M,Lsk Lomnice nad popelkou
544,219703,BERNAT Pavel,CZE,1976,M,LSK Lomnice nad Popelkou
545,6120,BERNEY Arnold,SUI,1994,M,Sc Le brassus
546,5434,BERNEY Guillaume,SUI,1992,M,Vallorbe
547,5308,BERNIK Gregor,SLO,1983,M,SK Triglav Kranj
548,6979,BERNOUD Tim,FRA,1999,M,Courchevel
549,6488,BERNSTEIN Matthew,USA,1995,M,Park City Nordic Ski Club
550,2141,BERNTSEN Simen,NOR,1976,M,Spydeberg I. L.
551,3725,BERRY Scott,USA, ,M, 
552,7848,BERTSCH Marco,SUI,2004,M,Gstaad
553,4124,BERTSCHI Rudi,SUI, ,M, 
554,7423,BERZINA Liga,LAT,2002,F,Lidojosais Slepotajs
555,4454,BESSHI Kohei,JPN,1978,M, 
556,2065,BETSCHART Fabian,SUI,1984,M,ZSV
557,5477,BEUKEMA Rowan,NED,1994,M, 
558,7827,BEZUCHOVA Nina,SVK,14-03-2001,F,Skl  selce
559,6754,BEZZI Giulio,ITA,1999,M, 
560,8521,BI Qiang,CHN,14-05-2002,M, 
561,4971,BIANCHI Maxime,SUI,1988,M,Le Brassus
562,7916,BICKNER Kailey,USA,2000,F,Park City Ski and Snowboard
563,6671,BICKNER Kevin,USA,23-09-1996,M, 
564,5939,BIEGUN Krzysztof,POL,1994,M,SS-R LZS  Sokol Szczyrk
565,2960,BIEKENOV Kairat,KAZ,1972,M, 
566,5550,BIELA Stanislaw,POL,1994,M,UKS SOLTYSIANIE STARE BYSTRE
567,2172,BIELCIK Marian,SVK,1973,M,ASK Dukla Branska Bystrica
568,219661,BIENIEK David,NOR,21-12-1995,M,Skotfoss TIF
569,3705,BIENIEK Jan,POL, ,M, 
570,5423,BIERI Joel,SUI,1989,M,SC Kandersteg
571,8017,BIFFI Julia,SUI,2004,F,Alpina St. moritz
572,8452,BIGONI Jacopo,ITA,2006,M,G.S. MONTE GINER A.S.D.
573,3093,BILBAN Blaz,SLO,1982,M,SD Dolomiti
574,2094,BILLER L.,DDR, ,M, 
575,2880,BIRCHLER Christof,SUI, ,M, 
576,6535,BIRCHLER Tobias,SUI,1997,M,Einsiedeln
577,1962,BIRES Michal,SVK,1987,M, 
578,3651,BISLE Franz,GER, ,M, 
579,3914,BIZJAK Miro,SLO, ,M, 
580,5899,BJERKE Eivind,NOR,1993,M,Lommedalen IL
581,219665,BJERKE Knut Ole,NOR,06-02-1961,M,Raelingen SK
582,5293,BJERKEENGEN Fredrik,NOR,11-11-1988,M,Kolbukameratene IL
583,7256,BJOERENG Joacim Oedegaard,NOR,14-12-1995,M,Roeykenhopp
584,5354,BJOERNAAS Sivert,NOR,1989,M,Skogn IL
585,8238,BJOERNDALEN Sander Henriksen,NOR,12-02-1999,M,Heddal Hopp
586,3400,BJOERNEBY Jon Inge,NOR, ,M, 
587,2270,BJOERNSTAD Hans,NOR,1928,M, 
588,3369,BJOERNSTAD Olav,NOR, ,M, 
589,3418,BJOERNSTAD Per,NOR, ,M, 
590,8446,BJOERSETH Thea Minyan,NOR,2003,F,Lensbygda Sportsklubb
591,8445,BJOERTOMT Paal Haakon,NOR,22-06-2000,M,Hurdal Il
592,3183,BLACKBURN Jeremy,CAN, ,M, 
593,8266,BLAHA Dominik,CZE,2006,M,LSK Lomnice nad Popelkou
594,5713,BLAHA Hubert,CZE,1992,M,LSK Lomnice
595,6026,BLAKSTAD Andreas,NOR,1993,M,Botne Skiklubb
596,2993,BLANK Jakob,AUT, ,M, 
597,3958,BLANK Michael,GER, ,M, 
598,4134,BLANK Rudolf,AUT,1985,M, 
599,1933,BLANKLER Manuel,AUT,1988,M, 
600,5993,BLAZEK Jan,CZE,1992,M,Tj Dukla liberec
601,6649,BLAZKOVA Barbora,CZE,1997,F,JKL Desna
602,6562,BLEGA Stefan Valentin,ROU,05-09-1998,M,CSU Brasov
603,4053,BLEIER Helmut,GER, ,M, 
604,8373,BLIADZE Olga,GEO,31-10-2002,F,Bakuriani
605,5173,BLIKENG Boerge Gellein,NOR,1987,M,Namsos Hopp
606,5327,BLISS Andrew,USA,1990,M,New York Ski Ed Foundation
607,4759,BLISS Evan,USA,1987,M,New York Ski Education Foundation
608,6762,BLUM Jannik,GER,1998,M,Sc Hinterzarten
609,3828,BLUMEN Harry,FIN, ,M, 
610,3834,BLUMEN Harry,FIN, ,M, 
611,2592,BOBAK Stanislaw,POL,1956,M, 
612,3870,BOBJONOV Wladimir,SOV, ,M, 
613,7037,BOBRAKOVA Alina,RUS,1997,F, 
614,2905,BOBROV Sergei,BLR, ,M, 
615,3470,BOCKELOH Dieter,GER, ,M, 
616,3556,BODENMUELLER Arthur,GER, ,M, 
617,219662,BODLAJ Taja,SLO,2006,F,NSK Trzic FMG
618,2129,BODMER Pascal,GER,1991,M,SV Messstetten
619,4192,BODMER Patrick,GER,1987,M,SV Messstetten
620,7574,BODNARCHUK Natasha,CAN,13-06-1998,F,Altius Nordic ski club
621,6720,BODNARUK Oleg,UKR,1995,M,Verkhovyna
622,3526,BOECK Helmut,GER, ,M, 
623,2673,BOEGSETH Jon Eilert,NOR,1959,M,Namdalseid
624,7142,BOEHM Nicholas,GER,1999,M,Sc Steinbach-hallenberg
625,7109,BOEHM Sebastian,GER,1999,M,Sc Partenkirchen
626,8325,BOEHME Lia,GER,2005,F,SV Zschopau
627,8431,BOEHME Oliver,GER,21-10-1977,M, 
628,6808,BOERIU Ioana,ROU,2000,F,As.CS Sacele
629,4792,BOERNIG Bernd,GER,1976,M, 
630,2872,BOERSETH Kurt,NOR, ,M, 
631,3333,BOESCH Ernst,SUI, ,M, 
632,6642,BOESL Wolfgang,GER,1989,M,Sk Berchtesgaden
633,3188,BOESTER Greg,USA, ,M, 
634,4009,BOGATAJ Jure,SLO,1985,M,SK Triglav Kranj
635,2159,BOGATAJ Marko,SLO,1976,M,SSK Alpina Ziri
636,3657,BOGATAJ Stanko,SLO, ,M, 
637,6893,BOGATAJ Tine,SLO,1998,M,SSK Ilirija
638,6197,BOGATAJ Ursa,SLO,07-03-1995,F,SSK Ilirija
639,3672,BOGATAJ Vinko,SLO, ,M, 
640,3881,BOGATAJ Zdravko,SLO, ,M, 
641,5558,BOGNER Sebastian,GER,1991,M,WSV DJK Rastbuechl
642,2136,BOGNER Tobias,GER,1990,M,SK Berchtesgaden
643,7584,BOIKO Mikhail,KAZ,2000,M,vko
644,5599,BOILLOT Maxime,FRA,1985,M,Chamonix
645,3853,BOITSCHOV Valentin,BUL,1958,M, 
646,3912,BOJARINZEV Wlad.,RUS, ,M, 
647,2153,BOJDA Aleksander,POL, ,M,KS Wisla
648,2754,BOKLOEV Jan,SWE,1966,M, 
649,7061,BOKOEV Alexander,RUS,2001,M, 
650,5317,BOLAND Domingo,NED,1990,M, 
651,1960,BOLAND Melinda,NED,1988,F, 
652,8869,BOLIVIA,BOL, ,A, 
653,8761,BOLIVIA,BOL, ,M, 
654,8650,BOLIVIA,BOL, ,F, 
655,8993,BOLIVIA I,BOL, ,A, 
656,9364,BOLIVIA I,BOL, ,M, 
657,9111,BOLIVIA I,BOL, ,F, 
658,9831,BOLIVIA II,BOL, ,A, 
659,9479,BOLIVIA II,BOL, ,M, 
660,9593,BOLIVIA II,BOL, ,F, 
661,9951,BOLIVIA III,BOL, ,A, 
662,9230,BOLIVIA III,BOL, ,M, 
663,9710,BOLIVIA III,BOL, ,F, 
664,2287,BOLKART Max,GER,1932,M, 
665,3759,BOLL Klaus,GER, ,M, 
666,2667,BOLL Uli,GER, ,M, 
667,7286,BOLLHALDER Markus,SUI,1998,M,Stein/Toggenburg
668,4184,BOLOGNANI Alessio,ITA,1983,M,G.S. Fiamme Gialle
669,7752,BOLTON Sam,GBR,09-12-2002,M, 
670,8009,BOMBEK Jan,SLO,04-12-2001,M,SSK Ljubno BTC
671,6968,BONACCORSO Francesco,AUT,2001,M,Sc Bischofshofen
672,6049,BONALDI Sergio,ITA,1978,M,Cs Esercito
673,3918,BONETTI Benito,SUI, ,M, 
674,3801,BONETTI Josef,SUI, ,M, 
675,2202,BONNA Narve,NOR,1901,M, 
676,3778,BONTEPELLI X.,ITA, ,M, 
677,8609,BORCA Radu,ROU,2007,M,CS Dinamo Buc-Centrul Sportiv Bv
678,8199,BORODINA Alina,RUS,10-02-2002,F,Nizhniy Tagil
679,2341,BOROVITIN A.,SOV,1954,M, 
680,5189,BOROWY Florian,FRA,1989,M,Courchevel
681,7407,BORTOLAS Iacopo,ITA,2003,M,US DOLOMITICA
682,3936,BOSCHITSCHKOV Walent,BUL, ,M, 
683,4336,BOSHCHUK Volodymyr,UKR,1982,M,Verkhovina Ski School
684,6902,BOSMORIN Tanguy,FRA,1995,M,Skieurs Rousselands
685,8867,BOSNIA AND HERZEGOVINA,BIH, ,A, 
686,8760,BOSNIA AND HERZEGOVINA,BIH, ,M, 
687,8649,BOSNIA AND HERZEGOVINA,BIH, ,F, 
688,8991,BOSNIA AND HERZEGOVINA I,BIH, ,A, 
689,9362,BOSNIA AND HERZEGOVINA I,BIH, ,M, 
690,9109,BOSNIA AND HERZEGOVINA I,BIH, ,F, 
691,9829,BOSNIA AND HERZEGOVINA II,BIH, ,A, 
692,9477,BOSNIA AND HERZEGOVINA II,BIH, ,M, 
693,9591,BOSNIA AND HERZEGOVINA II,BIH, ,F, 
694,9949,BOSNIA AND HERZEGOVINA III,BIH, ,A, 
695,9228,BOSNIA AND HERZEGOVINA III,BIH, ,M, 
696,9708,BOSNIA AND HERZEGOVINA III,BIH, ,F, 
697,3395,BOTSCHKOV Sergej,SOV, ,M, 
698,219709,BOTTEN Anna Torset,NOR,2005,F,Raelingen Skiklubb
699,4958,BOTTOLFS Are,NOR,1985,M,IL Moingen
700,3722,BOUBEK Rudolf,CZE, ,M, 
701,4979,BOURDEL Matias,FRA,1988,M,Autrans
702,4910,BOURQUI Benjamin,FRA,1988,M,Les Rousses
703,7187,BOUVIER Titouan,FRA,1999,M,Courchevel
704,3611,BOWER John,USA, ,M, 
705,6679,BOYARINTSEV Vladislav,RUS,31-10-1994,M,Saint-Petersburg  KOR1 Dinamo
706,4335,BOYCHUK Igor,UKR,1984,M, 
707,4678,BOYD-CLOWES Mackenzie,CAN,13-07-1991,M,Altius Nordic Ski Club
708,7051,BRAATANE Sondre Vestoel,NOR,1996,M,Songe Skliklubb
709,2776,BRAATEN Clas Brede,NOR,1968,M,Mjoendalen
710,7789,BRAATEN Ingebjoerg Saglien,NOR,20-09-1999,F,Etnedal Skilag
711,8444,BRAATEN Jostein Saglien,NOR,17-12-2000,M,Etnedal Skilag
712,2698,BRAATEN Steinar,NOR,1962,M,Drangedal
713,7777,BRAATHEN Ludvik,NOR,2000,M,Oevrevoll/Hosle
714,7680,BRAATHEN Matias,NOR,30-05-1996,M,Oevrevoll/Hosle il
715,8497,BRABEC Alexa,USA,2004,F,Steamboat Springs winter sports clu
716,2901,BRACHT Kai,GER,1978,M,SC Oberstdorf
717,6281,BRADATSCH Sebastian,GER,1996,M,WSC 07 Ruhla
718,7327,BRADESKO Jaka,SLO,1999,M,SSK Ilirija
719,2259,BRADL Josef,AUT,1918,M, 
720,2052,BRAENNLUND Jens,SWE,1981,M,Sollefteå Gif
721,219681,BRAGIN Yuriy,KAZ,22-02-2003,M, 
722,5693,BRAND Philippe,SUI,1990,M,SC Gstaad
723,4105,BRANDNER Friedl,GER, ,M, 
724,5997,BRANDNER Michael,AUT,1991,M,SC Bischofshofen
725,7184,BRANDNER Sebastian,AUT,2002,M,SC Bischofshofen
726,3836,BRANDSEGG Odd,SWE,1948,M, 
727,5988,BRANDT Johan Martin,NOR,1987,M,Steinkjer Skiklubb
728,4013,BRANDTENBORG Havard,NOR, ,M, 
729,3151,BRANDTENBORG Oyvind,NOR, ,M, 
730,2306,BRANDTZAEG Torgeir,NOR,1941,M, 
731,3335,BRANTSCHEN Damian,SUI, ,M, 
732,6716,BRASME Paul,FRA,03-08-1997,M,U.S VENTRON
733,7194,BRATLIEN Jonas,NOR,22-02-1999,M,Boeverbru I.L
734,7195,BRATLIEN Jonas,NOR,1999,M,DELETE
735,2091,BRAU F.,BRD, ,M, 
736,4588,BRAUD Francois,FRA,1986,M,CNSD EMHM - Chamonix
737,7387,BRAUN Finn,GER,14-01-2002,M,Sv Baiersbronn
738,7386,BRAUN Lasse,GER,2003,M,Sv Baiersbronn
739,8494,BRAUSEMAN Sergey,RUS,10-01-2002,M,Sdushor Aist nizhniy tagil
740,8870,BRAZIL,BRA, ,A, 
741,8762,BRAZIL,BRA, ,M, 
742,8651,BRAZIL,BRA, ,F, 
743,8994,BRAZIL I,BRA, ,A, 
744,9365,BRAZIL I,BRA, ,M, 
745,9112,BRAZIL I,BRA, ,F, 
746,9832,BRAZIL II,BRA, ,A, 
747,9480,BRAZIL II,BRA, ,M, 
748,9594,BRAZIL II,BRA, ,F, 
749,9952,BRAZIL III,BRA, ,A, 
750,9231,BRAZIL III,BRA, ,M, 
751,9711,BRAZIL III,BRA, ,F, 
752,1968,BRD,BRD, ,M, 
753,120973,BRD,GER, ,M, 
754,3204,BRECHE Eric,FRA, ,M, 
755,7439,BRECL Jerneja,SLO,09-08-2001,F,SSK Mislinja
756,3290,BREDESEN Eirik,NOR,1969,M,Baekkelaget
757,2142,BREDESEN Espen,NOR,1968,M,Oppsal
758,7010,BREITENBERGER Marco,AUT,1997,M,SC Rottenmann
759,2713,BREITSCHEV Vladimir,BUL,1958,M, 
760,7922,BREIVIK Andreas Varsi,NOR,20-11-1997,M,Tromsoe Skiklub
761,2367,BREMSETH Ole,NOR,1961,M,Hokksund
762,2143,BRENDEN Kristian,NOR,1976,M,Tormod SK. L.
763,2405,BRENDRYEN Helge,NOR,1972,M,Moelven
764,7480,BRENNA Leif Christian,NOR,1995,M,Hakadal Il
765,2144,BRENNA Wilhelm,NOR,1979,M,Magnor U. L.
766,2708,BRESADOLA Davide,ITA,1988,M,CS ESERCITO
767,7333,BRESADOLA Giovanni,ITA,17-02-2001,M,C.S. ESERCITO
768,7293,BRESSAND Marine,FRA,2001,F,C.S chamonix
769,7759,BREZOVNIK Medard,SLO,2000,M,Ssk Ljubno btc
770,7743,BRGLEZ Petja,SLO,2001,F,Ssk Ljubno btc
771,3222,BRIEST Alexander,GER, ,M, 
772,3265,BRIMMELI Jonathan,CAN, ,M, 
773,8911,BRITISH VIRGIN ISLANDS,IVB, ,A, 
774,8797,BRITISH VIRGIN ISLANDS,IVB, ,M, 
775,8688,BRITISH VIRGIN ISLANDS,IVB, ,F, 
776,9033,BRITISH VIRGIN ISLANDS I,IVB, ,A, 
777,9402,BRITISH VIRGIN ISLANDS I,IVB, ,M, 
778,9151,BRITISH VIRGIN ISLANDS I,IVB, ,F, 
779,9870,BRITISH VIRGIN ISLANDS II,IVB, ,A, 
780,9516,BRITISH VIRGIN ISLANDS II,IVB, ,M, 
781,9633,BRITISH VIRGIN ISLANDS II,IVB, ,F, 
782,9992,BRITISH VIRGIN ISLANDS III,IVB, ,A, 
783,9269,BRITISH VIRGIN ISLANDS III,IVB, ,M, 
784,9751,BRITISH VIRGIN ISLANDS III,IVB, ,F, 
785,5022,BRNOT Luka,SLO,1990,M,SSK Ilirija
786,7927,BROCARD Lena,FRA,19-05-2000,F,U.S autranaise
787,5139,BRODA Artur,POL,1989,M,KS Wisla Ustronianka
788,3652,BRODAUF Felix,GER,1989,M,SG Nickelhuette Aue
789,3654,BRODOWSKI Andy,GER,1990,M,SV Stützengrün
790,7409,BRODSKY Josef,CZE,24-10-2002,M,TJ Dukla Frenstat pod Radhostem
791,2459,BROMAN J.,USA, ,M, 
792,4193,BROSE Gerd,GER,1986,M,SV Zschopau
793,3822,BROSIG Kevin,GER,1990,M,SSV Scheibenberg
794,6728,BROWN A J,USA,1995,M,Norge Ski Club
795,2705,BROWN David,CAN, ,M, 
796,6853,BRUCE Mahni,CAN,1997,F,Altius Nordic SC
797,4713,BRUDER Christian,GER,1982,M,WSC 07 Ruhla
798,5402,BRUECK Adrian,GER,1991,M,SK Meinerzhagen
799,7898,BRUECKL David,GER,2003,M,Wsv-Djk Rastbuechl
800,5551,BRUECKNER Nancy,GER,1993,F,SV Stützengrün
801,4111,BRUEGGER Gottfried,SUI, ,M, 
802,3644,BRUENDLINGER Walter,AUT, ,M, 
803,3561,BRUNNER Alfred,AUT, ,M, 
804,4771,BRUNNER Benjamin,GER,1987,M,Fortuna Pöhla
805,3493,BRUNNER Manfred,GER, ,M, 
806,7225,BRUNNER Niklas,GER,1996,M,Sc Partenkirchen
807,5482,BRUNNER Tobias,GER,1989,M,SC Partenkirchen
808,3981,BRUNO Romano,SUI, ,M, 
809,2277,BRUTSCHER Toni,GER,1925,M, 
810,5455,BRYJA Adam,POL,1992,M,"LKS ""biali"" Bialy Dunajec"
811,3966,BRYSGALOV Sergei,RUS, ,M, 
812,2684,BRZUCHANSKI Josef,CZE, ,M, 
813,3884,BUBJONOV Wladimir,SOV, ,M, 
814,5342,BUCHELNIKOV Denis,KAZ,1988,M, 
815,7341,BUCHMANN Jasmin,GER,1998,F,Vsc Klingenthal
816,8284,BUECHEL Alina,LIE,2004,F,Wsv Tschagguns
817,3621,BUEHL Georg,GER, ,M, 
818,4117,BUEHLER Gottfried,SUI, ,M, 
819,6536,BUFF Jean Jaques,SUI,1997,M,Einsiedeln
820,7662,BUFF Jean-Jacques,SUI,1997,M,Alpina St. moritz
821,7659,BUFF Simone,SUI,2004,F,Einsiedeln
822,3528,BUJOK Gustav,POL, ,M, 
823,219741,BUKIN Danila,RUS,2003,M,Ufa GAU CSP RB SCHOR 33
824,7360,BUKOWSKI Jan,POL,2003,M,Azs Zakopane
825,7242,BUKOWSKI Lukasz,POL,1997,M,TS Wisla Zakopane
826,2369,BULAU Horst,CAN,1962,M, 
827,7969,BULGARIA,BUL, ,A, 
828,2117,BULGARIA,BUL, ,M, 
829,144232,BULGARIA,BUL, ,M, 
830,7943,BULGARIA,BUL, ,F, 
831,8995,BULGARIA I,BUL, ,A, 
832,9366,BULGARIA I,BUL, ,M, 
833,9113,BULGARIA I,BUL, ,F, 
834,9833,BULGARIA II,BUL, ,A, 
835,9481,BULGARIA II,BUL, ,M, 
836,9595,BULGARIA II,BUL, ,F, 
837,9953,BULGARIA III,BUL, ,A, 
838,9232,BULGARIA III,BUL, ,M, 
839,9712,BULGARIA III,BUL, ,F, 
840,3490,BULIN Jachim,CZE, ,M, 
841,5485,BUNDA Gabriela,POL,1994,F,TS Wisla Zakopane
842,5952,BUNDA Michal,POL,1993,M, 
843,5050,BURGER Bostjan,SLO,1984,M,SK Triglav Kranj
844,4026,BURGER Bostjan,SLO,1984,M,SK Triglav
845,8447,BURGER Magdalena,GER,2005,F,Sc Partenkirchen
846,5447,BURGER Robert,AUT,1990,M, 
847,4761,BURKE Samuel,USA,1988,M,National Sports Foundation
848,219729,BURKHARDT Denny,GER,2007,M,WSV Gruna
849,3823,BURMEISTER Gene,USA, ,M, 
850,2355,BUSE Mathias,DDR,1959,M, 
851,6532,BUSKUM Andreas Granerud,NOR,05-06-1996,M,Lensbygda
852,2233,BUSTERUD Arne,NOR, ,M, 
853,8067,BUTARU Mario,ROU,10-04-2003,M,CSS Dinamo Rasnov
854,5743,BUVALD Martha,NOR,1989,F,Rollag & Veggli
855,2565,BUYVOLOV Alexey,RUS,31-12-1987,M,Sdushor CSP N. Novgorod 
856,7034,BUZESCU PURICE Constantin Robert,ROU,1997,M,CSS Brasovia
857,6251,BUZZI Raffaele,ITA,17-07-1995,M,Sci Monte Lussari
858,6032,BYCHKOV Sergey,RUS,1991,M,Moskva Shvsm
859,3488,BYKOV Rudolf,SOV, ,M, 
860,3529,BYKOW Wladimir,RUS, ,M, 
861,2055,BYLUND Mattias,SWE,1974,M,Bollnäs
862,6339,BYRSKI Piotr,POL,1996,M,TS Wisla Zakopane
863,6417,BYRT Kamil,POL,1994,M,Ks Wisla ustronianka
864,5155,BYRT Piotr,POL,1989,M,KS Wisla Ustronianka
865,5493,BYRT Tomasz,POL,1993,M,WSS Wisla
866,2929,BYSTOEL Lars,NOR,1978,M,Eldar IL/Kollenhopp
867,1963,CABAN Eduard,SVK,1990,M, 
868,6183,CABAN Jakub,SVK,1990,M,SK Kartik Banska Bystrica
869,7008,CABAN Jozef,SVK,1997,M,Sk Kartik b.Bystrica
870,7048,CACINA Daniel Andrei,ROU,17-10-2001,M,CS DINAMO BUC-CENTRUL SPORTIV BV
871,2733,CAHLIK Milan,CZE, ,M, 
872,5600,CAILLEAU Wilfried,FRA,1989,M,Morzine
873,6174,CALA Sebastien,FRA,1988,M,Bois d Amont
874,5804,CALLAGHAN Jamie,CAN,1990,M,Altius Nordic ski club
875,7399,CAMENZIND Noah,SUI,06-08-2002,M,Einsiedeln
876,8876,CAMEROON,CMR, ,A, 
877,8767,CAMEROON,CMR, ,M, 
878,8656,CAMEROON,CMR, ,F, 
879,9000,CAMEROON I,CMR, ,A, 
880,9370,CAMEROON I,CMR, ,M, 
881,9118,CAMEROON I,CMR, ,F, 
882,9838,CAMEROON II,CMR, ,A, 
883,9485,CAMEROON II,CMR, ,M, 
884,9600,CAMEROON II,CMR, ,F, 
885,9958,CAMEROON III,CMR, ,A, 
886,9237,CAMEROON III,CMR, ,M, 
887,9717,CAMEROON III,CMR, ,F, 
888,4758,CAMEROTA Brett,USA,1985,M, 
889,4755,CAMEROTA Eric,USA,1900,M, 
890,6473,CAMPA Spela,SLO,1991,F,Sd Dolomiti ljubljana
891,7935,CAMPREGHER Andrea,ITA,20-06-2001,M,BACHMANN SPORT COLLEGE S.S.D. A R.L
892,7970,CANADA,CAN, ,A, 
893,75321,CANADA,CAN, ,M, 
894,7944,CANADA,CAN, ,F, 
895,8996,CANADA I,CAN, ,A, 
896,9367,CANADA I,CAN, ,M, 
897,9114,CANADA I,CAN, ,F, 
898,9834,CANADA II,CAN, ,A, 
899,9482,CANADA II,CAN, ,M, 
900,9596,CANADA II,CAN, ,F, 
901,9954,CANADA III,CAN, ,A, 
902,9233,CANADA III,CAN, ,M, 
903,9713,CANADA III,CAN, ,F, 
904,3896,CANO Thomas,ESP, ,M, 
905,4974,CANTONI David,SUI,1987,M,Alpina St. Moritz
906,3202,CAPEL Colin,CAN, ,M, 
907,2569,CAPELLA Attilio,ITA, ,M, 
908,6953,CAPUDER Martin,SLO,07-11-1997,M,SSK Ilirija
909,7932,CARGO Lea,SLO,1999,F,Ssk Ilirija
910,3924,CARLI Batista,ITA, ,M, 
911,4718,CARLI Marco,ITA,1988,M,U.S. Asiago
912,3036,CARLSON Aril,NOR, ,M, 
913,2219,CARLSSON B.,SWE, ,M, 
914,7529,CARON Adrien,FRA,2001,M,Les Skieurs rousselands
915,6050,CARRARA Bruno,ITA,1977,M,Cs Carabinieri
916,3593,CARTELL Frank,CAN, ,M, 
917,3275,CARUSO Luca,ITA, ,M, 
918,6051,CATTANEO Marco,ITA,1974,M,Cs Fiamme oro
919,6717,CAUDY Matthias,FRA,1997,M,Xonrupt
920,2923,CAVLOVIC Gasper,SLO,1984,M,SK Triglav
921,8873,CAYMAN ISLAND,CAY, ,A, 
922,8764,CAYMAN ISLAND,CAY, ,M, 
923,8653,CAYMAN ISLAND,CAY, ,F, 
924,8997,CAYMAN ISLAND I,CAY, ,A, 
925,9368,CAYMAN ISLAND I,CAY, ,M, 
